route_id,service_id,trip_id,wheelchair_accessible,bikes_allowed,trip_headsign
12642,robocze,1720762,0,0,"G - Kurs przez Winną G&#243;rę, Y - Nie kursuje 24 XII (Wigilia) i 31 XII (Sylwestra)"
12642,soboty,1720848,0,0,""
12642,soboty,1720835,0,0,""
12642,soboty,1720687,0,0,"P - Kurs do przystanku ZPP-Fibris"
12642,soboty,1720688,0,0,"P - Kurs do przystanku ZPP-Fibris"
12642,soboty,1720863,0,0,""
12642,soboty,1720862,0,0,""
12642,soboty,1720861,0,0,""
12642,soboty,1720860,0,0,""
12642,soboty,1720859,0,0,""
12642,soboty,1720855,0,0,""
12642,soboty,1720854,0,0,""
12642,soboty,1720833,0,0,""
12642,soboty,1720850,0,0,""
12642,soboty,1720832,0,0,""
12642,soboty,1720828,0,0,"Y - Nie kursuje 24 XII (Wigilia) i 31 XII (Sylwestra)"
12642,soboty,1720849,0,0,"Y - Nie kursuje 24 XII (Wigilia) i 31 XII (Sylwestra)"
12642,soboty,1720827,0,0,"Y - Nie kursuje 24 XII (Wigilia) i 31 XII (Sylwestra)"
12642,soboty,1720720,0,0,""
12642,soboty,1720681,0,0,""
12642,soboty,1720749,0,0,""
12642,soboty,1720739,0,0,""
12642,soboty,1720679,0,0,""
12642,soboty,1720680,0,0,""
12642,soboty,1720785,0,0,"G - Kurs przez Winną G&#243;rę"
12642,soboty,1720736,0,0,""
12642,soboty,1720735,0,0,""
12642,soboty,1720752,0,0,""
12642,soboty,1720804,0,0,"G - Kurs przez Winną G&#243;rę"
12642,soboty,1720824,0,0,"G - Kurs przez Winną G&#243;rę"
12642,soboty,1720738,0,0,""
12642,soboty,1720803,0,0,"G - Kurs przez Winną G&#243;rę"
12642,soboty,1720751,0,0,""
12642,soboty,1720737,0,0,""
12642,soboty,1720802,0,0,"G - Kurs przez Winną G&#243;rę"
12642,soboty,1720750,0,0,"Y - Nie kursuje 24 XII (Wigilia) i 31 XII (Sylwestra)"
12642,soboty,1720740,0,0,"Y - Nie kursuje 24 XII (Wigilia) i 31 XII (Sylwestra)"
12642,niedziele i święta,1720821,0,0,""
12642,niedziele i święta,1720820,0,0,""
12642,niedziele i święta,1720690,0,0,"P - Kurs do przystanku ZPP-Fibris"
12642,niedziele i święta,1720683,0,0,"P - Kurs do przystanku ZPP-Fibris"
12642,niedziele i święta,1720819,0,0,""
12642,niedziele i święta,1720818,0,0,""
12642,niedziele i święta,1720842,0,0,""
12642,niedziele i święta,1720817,0,0,""
12642,niedziele i święta,1720837,0,0,""
12642,niedziele i święta,1720816,0,0,""
12642,niedziele i święta,1720845,0,0,""
12642,niedziele i święta,1720689,0,0,"P - Kurs do przystanku ZPP-Fibris"
12642,niedziele i święta,1720836,0,0,""
12642,niedziele i święta,1720844,0,0,""
12642,niedziele i święta,1720834,0,0,"Y - Nie kursuje 24 XII (Wigilia) i 31 XII (Sylwestra)"
12642,niedziele i święta,1720822,0,0,"Y - Nie kursuje 24 XII (Wigilia) i 31 XII (Sylwestra)"
12642,niedziele i święta,1720718,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12642,niedziele i święta,1720677,0,0,""
12642,niedziele i święta,1720703,0,0,""
12642,niedziele i święta,1720717,0,0,""
12642,niedziele i święta,1720678,0,0,""
12642,niedziele i święta,1720682,0,0,""
12642,niedziele i święta,1720797,0,0,"G - Kurs przez Winną G&#243;rę"
12642,niedziele i święta,1720716,0,0,""
12642,niedziele i święta,1720706,0,0,""
12642,niedziele i święta,1720733,0,0,""
12642,niedziele i święta,1720796,0,0,"G - Kurs przez Winną G&#243;rę"
12642,niedziele i święta,1720795,0,0,"G - Kurs przez Winną G&#243;rę"
12642,niedziele i święta,1720705,0,0,""
12642,niedziele i święta,1720674,0,0,"G - Kurs przez Winną G&#243;rę"
12642,niedziele i święta,1720732,0,0,""
12642,niedziele i święta,1720704,0,0,""
12642,niedziele i święta,1720794,0,0,"G - Kurs przez Winną G&#243;rę"
12642,niedziele i święta,1720707,0,0,"Y - Nie kursuje 24 XII (Wigilia) i 31 XII (Sylwestra)"
12659,robocze,1722495,0,0,"P - Kurs do przystanku ul.Obozowa POLNA SA, W - Nie kursuje w dni wolne od nauki szkolnej"
12659,robocze,1722477,0,0,"B - Kurs do Bakończyc ulicami: Słowackiego, Bakończycka, W - Nie kursuje w dni wolne od nauki szkolnej, O - Kurs przez ul. Opalińskiego"
12659,robocze,1722492,0,0,"W - Nie kursuje w dni wolne od nauki szkolnej, Z - Zjazd do zajezdni"
12659,robocze,1722463,0,0,"B - Kurs do Bakończyc ulicami: Słowackiego, Bakończycka"
12659,robocze,1722491,0,0,"Z - Zjazd do zajezdni"
12659,robocze,1722469,0,0,"W - Nie kursuje w dni wolne od nauki szkolnej"
12659,robocze,1722472,0,0,"W - Nie kursuje w dni wolne od nauki szkolnej"
12659,robocze,1722484,0,0,"W - Nie kursuje w dni wolne od nauki szkolnej"
12659,robocze,1722470,0,0,""
12659,robocze,1722483,0,0,""
12659,robocze,1722474,0,0,"P - Kurs do przystanku ul.Obozowa POLNA SA"
12659,soboty,1722464,0,0,"B - Kurs do Bakończyc ulicami: Słowackiego, Bakończycka"
12659,soboty,1722452,0,0,"S - Kurs do przystanku Pasteura-Zielonka"
12659,soboty,1722465,0,0,"B - Kurs do Bakończyc ulicami: Słowackiego, Bakończycka"
12659,soboty,1722437,0,0,"M - Kurs do przystanku Słowackiego PGK"
12659,soboty,1722438,0,0,"M - Kurs do przystanku Słowackiego PGK"
12659,soboty,1722481,0,0,""
12659,soboty,1722457,0,0,""
12659,soboty,1722482,0,0,""
12659,soboty,1722428,0,0,""
12659,soboty,1722429,0,0,""
12659,niedziele i święta,1722462,0,0,"B - Kurs do Bakończyc ulicami: Słowackiego, Bakończycka"
12659,niedziele i święta,1722460,0,0,"B - Kurs do Bakończyc ulicami: Słowackiego, Bakończycka"
12659,niedziele i święta,1722436,0,0,"M - Kurs do przystanku Słowackiego PGK"
12659,niedziele i święta,1722450,0,0,"S - Kurs do przystanku Pasteura-Zielonka"
12659,niedziele i święta,1722451,0,0,"S - Kurs do przystanku Pasteura-Zielonka"
12659,niedziele i święta,1722461,0,0,"B - Kurs do Bakończyc ulicami: Słowackiego, Bakończycka"
12659,niedziele i święta,1722434,0,0,"M - Kurs do przystanku Słowackiego PGK"
12659,niedziele i święta,1722435,0,0,"M - Kurs do przystanku Słowackiego PGK"
12659,niedziele i święta,1722433,0,0,"M - Kurs do przystanku Słowackiego PGK"
12659,niedziele i święta,1722480,0,0,""
12659,niedziele i święta,1722478,0,0,""
12659,niedziele i święta,1722446,0,0,""
12659,niedziele i święta,1722456,0,0,""
12659,niedziele i święta,1722455,0,0,""
12659,niedziele i święta,1722479,0,0,""
12659,niedziele i święta,1722444,0,0,""
12659,niedziele i święta,1722445,0,0,""
12659,niedziele i święta,1722447,0,0,""
12637,robocze,1720124,0,0,"P - Kurs do przystanku ZPP-Fibris"
12637,robocze,1720012,0,0,""
12637,robocze,1720008,0,0,"D - Kurs przez przystanek Dworskiego PKS i ul. Nestora"
12637,robocze,1720025,0,0,""
12637,robocze,1720026,0,0,""
12637,robocze,1720033,0,0,""
12637,robocze,1720123,0,0,"P - Kurs do przystanku ZPP-Fibris"
12637,robocze,1720034,0,0,""
12637,robocze,1720011,0,0,""
12637,robocze,1720027,0,0,""
12637,robocze,1720024,0,0,""
12637,robocze,1720152,0,0,"J - Kurs do ul Jagiellońskiej"
12637,robocze,1720028,0,0,""
12637,robocze,1720013,0,0,""
12637,robocze,1720023,0,0,""
12637,robocze,1720022,0,0,""
12637,robocze,1720125,0,0,"P - Kurs do przystanku ZPP-Fibris, Y - Nie kursuje 24 XII (Wigilia) i 31 XII (Sylwestra)"
12637,robocze,1720014,0,0,"Y - Nie kursuje 24 XII (Wigilia) i 31 XII (Sylwestra)"
12637,robocze,1720078,0,0,""
12637,robocze,1720080,0,0,""
12637,robocze,1720076,0,0,""
12637,robocze,1720077,0,0,""
12637,robocze,1720073,0,0,""
12637,robocze,1720074,0,0,""
12637,robocze,1720086,0,0,""
12637,robocze,1720139,0,0,""
12637,robocze,1720084,0,0,""
12637,robocze,1720068,0,0,""
12637,robocze,1720072,0,0,""
12637,robocze,1720069,0,0,""
12637,robocze,1720155,0,0,""
12637,robocze,1720070,0,0,""
12637,robocze,1720071,0,0,""
12637,robocze,1720085,0,0,""
12637,robocze,1720079,0,0,"Y - Nie kursuje 24 XII (Wigilia) i 31 XII (Sylwestra)"
12637,robocze,1720141,0,0,"Y - Nie kursuje 24 XII (Wigilia) i 31 XII (Sylwestra)"
12637,soboty,1720030,0,0,""
12637,soboty,1720126,0,0,"P - Kurs do przystanku ZPP-Fibris"
12637,soboty,1720031,0,0,""
12637,soboty,1720032,0,0,""
12637,soboty,1720127,0,0,"P - Kurs do przystanku ZPP-Fibris"
12637,soboty,1720128,0,0,"P - Kurs do przystanku ZPP-Fibris"
12637,soboty,1720129,0,0,"P - Kurs do przystanku ZPP-Fibris"
12637,soboty,1720029,0,0,""
12637,soboty,1720130,0,0,"P - Kurs do przystanku ZPP-Fibris"
12637,soboty,1720038,0,0,""
12637,soboty,1720131,0,0,"P - Kurs do przystanku ZPP-Fibris, Y - Nie kursuje 24 XII (Wigilia) i 31 XII (Sylwestra)"
12637,soboty,1720037,0,0,"Y - Nie kursuje 24 XII (Wigilia) i 31 XII (Sylwestra)"
12637,soboty,1720092,0,0,""
12637,soboty,1720093,0,0,""
12637,soboty,1720146,0,0,""
12637,soboty,1720108,0,0,""
12637,soboty,1720081,0,0,""
12637,soboty,1720142,0,0,""
12637,soboty,1720094,0,0,""
12637,soboty,1720145,0,0,""
12637,soboty,1720082,0,0,""
12637,soboty,1720143,0,0,""
12637,soboty,1720083,0,0,"Y - Nie kursuje 24 XII (Wigilia) i 31 XII (Sylwestra)"
12637,soboty,1720144,0,0,"Y - Nie kursuje 24 XII (Wigilia) i 31 XII (Sylwestra)"
12637,soboty,1720007,0,0,"Z - Zjazd do zajezdni"
12637,niedziele i święta,1720015,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12637,niedziele i święta,1720121,0,0,"P - Kurs do przystanku ZPP-Fibris, X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12637,niedziele i święta,1720016,0,0,""
12637,niedziele i święta,1720019,0,0,""
12637,niedziele i święta,1720017,0,0,""
12637,niedziele i święta,1720020,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12637,niedziele i święta,1720122,0,0,"P - Kurs do przystanku ZPP-Fibris, X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok, Y - Nie kursuje 24 XII (Wigilia) i 31 XII (Sylwestra)"
12637,niedziele i święta,1720018,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok, Y - Nie kursuje 24 XII (Wigilia) i 31 XII (Sylwestra)"
12637,niedziele i święta,1720075,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12637,niedziele i święta,1720064,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12637,niedziele i święta,1720140,0,0,""
12637,niedziele i święta,1720067,0,0,""
12637,niedziele i święta,1720137,0,0,""
12637,niedziele i święta,1720065,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12637,niedziele i święta,1720066,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok, Y - Nie kursuje 24 XII (Wigilia) i 31 XII (Sylwestra)"
12637,niedziele i święta,1720138,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok, Y - Nie kursuje 24 XII (Wigilia) i 31 XII (Sylwestra)"
12638,robocze,1720343,0,0,"N - Kurs do przystanku Nehrybka Szkoła"
12638,robocze,1720261,0,0,""
12638,robocze,1720271,0,0,""
12638,robocze,1720269,0,0,""
12638,robocze,1720272,0,0,""
12638,robocze,1720283,0,0,""
12638,robocze,1720344,0,0,"N - Kurs do przystanku Nehrybka Szkoła"
12638,robocze,1720259,0,0,""
12638,robocze,1720262,0,0,""
12638,robocze,1720284,0,0,""
12638,robocze,1720263,0,0,""
12638,robocze,1720260,0,0,""
12638,robocze,1720264,0,0,""
12638,robocze,1720341,0,0,"N - Kurs do przystanku Nehrybka Szkoła"
12638,robocze,1720265,0,0,""
12638,robocze,1720342,0,0,"N - Kurs do przystanku Nehrybka Szkoła"
12638,robocze,1720248,0,0,""
12638,robocze,1720267,0,0,""
12638,robocze,1720268,0,0,""
12638,robocze,1720345,0,0,"N - Kurs do przystanku Nehrybka Szkoła"
12638,robocze,1720327,0,0,""
12638,robocze,1720328,0,0,""
12638,robocze,1720188,0,0,""
12638,robocze,1720175,0,0,""
12638,robocze,1720204,0,0,""
12638,robocze,1720176,0,0,""
12638,robocze,1720198,0,0,""
12638,robocze,1720191,0,0,""
12638,robocze,1720326,0,0,""
12638,robocze,1720192,0,0,""
12638,robocze,1720177,0,0,""
12638,robocze,1720185,0,0,""
12638,robocze,1720178,0,0,""
12638,robocze,1720179,0,0,""
12638,robocze,1720189,0,0,""
12638,robocze,1720329,0,0,""
12638,robocze,1720330,0,0,""
12638,robocze,1720195,0,0,""
12638,robocze,1720196,0,0,""
12638,robocze,1720197,0,0,""
12638,robocze,1720359,0,0,"N - Kurs do przystanku Nehrybka Szkoła"
12638,robocze,1720356,0,0,"J - Kurs do przystanku Jagiellońska"
12638,soboty,1720285,0,0,""
12638,soboty,1720286,0,0,""
12638,soboty,1720266,0,0,""
12638,soboty,1720273,0,0,""
12638,soboty,1720274,0,0,""
12638,soboty,1720278,0,0,""
12638,soboty,1720275,0,0,""
12638,soboty,1720279,0,0,""
12638,soboty,1720276,0,0,""
12638,soboty,1720280,0,0,""
12638,soboty,1720277,0,0,""
12638,soboty,1720281,0,0,""
12638,soboty,1720321,0,0,"Z - Zjazd do zajezdni"
12638,soboty,1720282,0,0,""
12638,soboty,1720291,0,0,""
12638,soboty,1720270,0,0,""
12638,soboty,1720292,0,0,""
12638,soboty,1720322,0,0,"Z - Zjazd do zajezdni"
12638,soboty,1720325,0,0,""
12638,soboty,1720193,0,0,""
12638,soboty,1720194,0,0,""
12638,soboty,1720199,0,0,""
12638,soboty,1720200,0,0,""
12638,soboty,1720324,0,0,""
12638,soboty,1720201,0,0,""
12638,soboty,1720218,0,0,""
12638,soboty,1720202,0,0,""
12638,soboty,1720219,0,0,""
12638,soboty,1720203,0,0,""
12638,soboty,1720220,0,0,""
12638,soboty,1720212,0,0,""
12638,soboty,1720221,0,0,""
12638,soboty,1720213,0,0,""
12638,soboty,1720205,0,0,""
12638,soboty,1720206,0,0,""
12638,soboty,1720207,0,0,""
12638,niedziele i święta,1720247,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12638,niedziele i święta,1720257,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12638,niedziele i święta,1720244,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12638,niedziele i święta,1720245,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12638,niedziele i święta,1720246,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12638,niedziele i święta,1720251,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12638,niedziele i święta,1720249,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12638,niedziele i święta,1720252,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12638,niedziele i święta,1720250,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12638,niedziele i święta,1720253,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12638,niedziele i święta,1720319,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok, Z - Zjazd do zajezdni"
12638,niedziele i święta,1720254,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12638,niedziele i święta,1720255,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12638,niedziele i święta,1720256,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12638,niedziele i święta,1720258,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12638,niedziele i święta,1720320,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok, Z - Zjazd do zajezdni"
12638,niedziele i święta,1720323,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12638,niedziele i święta,1720190,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12638,niedziele i święta,1720168,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12638,niedziele i święta,1720169,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12638,niedziele i święta,1720170,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12638,niedziele i święta,1720174,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12638,niedziele i święta,1720171,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12638,niedziele i święta,1720180,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12638,niedziele i święta,1720172,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12638,niedziele i święta,1720181,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12638,niedziele i święta,1720173,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12638,niedziele i święta,1720182,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12638,niedziele i święta,1720183,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12638,niedziele i święta,1720184,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12638,niedziele i święta,1720186,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12638,niedziele i święta,1720187,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12639,robocze,1720458,0,0,""
12639,robocze,1720457,0,0,""
12639,robocze,1720400,0,0,"L - Kurs do przystanku Jasińskiego ZOL przez Bakończyce Rampa, K - Kurs z pominięciem przystanku Szpital Wojew&#243;dzki"
12639,robocze,1720459,0,0,""
12639,robocze,1720460,0,0,""
12639,robocze,1720449,0,0,"P - Kurs do ZPP-Fibris"
12639,robocze,1720380,0,0,""
12639,robocze,1720381,0,0,""
12639,robocze,1720386,0,0,""
12639,robocze,1720387,0,0,""
12639,robocze,1720388,0,0,"Y - Nie kursuje 24 XII (Wigilia) i 31 XII (Sylwestra)"
12639,robocze,1720414,0,0,""
12639,robocze,1720418,0,0,""
12639,robocze,1720415,0,0,""
12639,robocze,1720416,0,0,""
12639,robocze,1720417,0,0,""
12639,robocze,1720408,0,0,""
12639,robocze,1720409,0,0,""
12639,robocze,1720410,0,0,""
12639,robocze,1720411,0,0,""
12639,robocze,1720412,0,0,""
12639,robocze,1720413,0,0,"Y - Nie kursuje 24 XII (Wigilia) i 31 XII (Sylwestra)"
12639,soboty,1720396,0,0,""
12639,soboty,1720370,0,0,""
12639,soboty,1720372,0,0,""
12639,soboty,1720463,0,0,""
12639,soboty,1720395,0,0,""
12639,soboty,1720371,0,0,"Y - Nie kursuje 24 XII (Wigilia) i 31 XII (Sylwestra)"
12639,soboty,1720427,0,0,""
12639,soboty,1720448,0,0,""
12639,soboty,1720420,0,0,""
12639,soboty,1720435,0,0,""
12639,soboty,1720436,0,0,""
12639,soboty,1720428,0,0,"Y - Nie kursuje 24 XII (Wigilia) i 31 XII (Sylwestra)"
12639,niedziele i święta,1720461,0,0,""
12639,niedziele i święta,1720462,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12639,niedziele i święta,1720455,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12639,niedziele i święta,1720452,0,0,""
12639,niedziele i święta,1720453,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12639,niedziele i święta,1720454,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok, Y - Nie kursuje 24 XII (Wigilia) i 31 XII (Sylwestra)"
12639,niedziele i święta,1720406,0,0,""
12639,niedziele i święta,1720407,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12639,niedziele i święta,1720405,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12639,niedziele i święta,1720403,0,0,""
12639,niedziele i święta,1720404,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12639,niedziele i święta,1720419,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok, Y - Nie kursuje 24 XII (Wigilia) i 31 XII (Sylwestra)"
12643,robocze,1720928,0,0,"D - Kurs przez przystanek Dworskiego PKS i ul. Nestora"
12643,robocze,1721020,0,0,""
12643,robocze,1721149,0,0,"D - Kurs przez przystanek Dworskiego PKS i ul. Nestora, K - Kurs do przystanku Kr&#243;wniki"
12643,robocze,1721110,0,0,"K - Kurs do przystanku Kr&#243;wniki"
12643,robocze,1720927,0,0,"D - Kurs przez przystanek Dworskiego PKS i ul. Nestora"
12643,robocze,1721038,0,0,""
12643,robocze,1721049,0,0,""
12643,robocze,1721029,0,0,""
12643,robocze,1721027,0,0,""
12643,robocze,1721035,0,0,""
12643,robocze,1721050,0,0,""
12643,robocze,1721039,0,0,""
12643,robocze,1721040,0,0,""
12643,robocze,1721047,0,0,""
12643,robocze,1721028,0,0,""
12643,robocze,1721041,0,0,""
12643,robocze,1721036,0,0,""
12643,robocze,1721042,0,0,""
12643,robocze,1721016,0,0,""
12643,robocze,1721034,0,0,""
12643,robocze,1721043,0,0,""
12643,robocze,1721044,0,0,""
12643,robocze,1721048,0,0,""
12643,robocze,1721045,0,0,""
12643,robocze,1721051,0,0,""
12643,robocze,1721046,0,0,""
12643,robocze,1721111,0,0,"K - Kurs do przystanku Kr&#243;wniki, Y - Nie kursuje 24 XII (Wigilia) i 31 XII (Sylwestra)"
12643,robocze,1721107,0,0,"Y - Nie kursuje 24 XII (Wigilia) i 31 XII (Sylwestra), Z - Zjazd do zajezdni"
12643,robocze,1721134,0,0,""
12643,robocze,1721101,0,0,""
12643,robocze,1720948,0,0,""
12643,robocze,1720949,0,0,""
12643,robocze,1721132,0,0,""
12643,robocze,1720934,0,0,""
12643,robocze,1721142,0,0,""
12643,robocze,1720950,0,0,""
12643,robocze,1721129,0,0,""
12643,robocze,1720959,0,0,""
12643,robocze,1720954,0,0,""
12643,robocze,1720971,0,0,""
12643,robocze,1720972,0,0,""
12643,robocze,1720964,0,0,""
12643,robocze,1721133,0,0,""
12643,robocze,1720956,0,0,""
12643,robocze,1720960,0,0,""
12643,robocze,1720957,0,0,""
12643,robocze,1720961,0,0,""
12643,robocze,1720958,0,0,""
12643,robocze,1721143,0,0,""
12643,robocze,1720962,0,0,""
12643,robocze,1721128,0,0,""
12643,robocze,1721144,0,0,""
12643,robocze,1720955,0,0,""
12643,robocze,1721130,0,0,""
12643,robocze,1720963,0,0,"Y - Nie kursuje 24 XII (Wigilia) i 31 XII (Sylwestra)"
12643,robocze,1720935,0,0,"Y - Nie kursuje 24 XII (Wigilia) i 31 XII (Sylwestra)"
12643,robocze,1721152,0,0,"K - Kurs do przystanku Kr&#243;wniki"
12643,robocze,1721140,0,0,"Z - Zjazd do zajezdni"
12643,robocze,1721139,0,0,"Z - Zjazd do zajezdni"
12643,robocze,1721138,0,0,"Z - Zjazd do zajezdni"
12643,soboty,1721052,0,0,""
12643,soboty,1721053,0,0,""
12643,soboty,1721054,0,0,""
12643,soboty,1721055,0,0,""
12643,soboty,1721059,0,0,""
12643,soboty,1721108,0,0,"Z - Zjazd do zajezdni"
12643,soboty,1721037,0,0,""
12643,soboty,1721058,0,0,""
12643,soboty,1721057,0,0,""
12643,soboty,1721056,0,0,""
12643,soboty,1721060,0,0,""
12643,soboty,1721061,0,0,"Y - Nie kursuje 24 XII (Wigilia) i 31 XII (Sylwestra)"
12643,soboty,1721102,0,0,""
12643,soboty,1720965,0,0,""
12643,soboty,1720987,0,0,""
12643,soboty,1721145,0,0,""
12643,soboty,1720966,0,0,""
12643,soboty,1721135,0,0,""
12643,soboty,1721146,0,0,""
12643,soboty,1721147,0,0,""
12643,soboty,1720968,0,0,""
12643,soboty,1720967,0,0,""
12643,soboty,1721148,0,0,""
12643,soboty,1720969,0,0,"Y - Nie kursuje 24 XII (Wigilia) i 31 XII (Sylwestra)"
12643,soboty,1721121,0,0,"Z - Zjazd do zajezdni"
12643,soboty,1721141,0,0,"Y - Nie kursuje 24 XII (Wigilia) i 31 XII (Sylwestra), Z - Zjazd do zajezdni"
12643,niedziele i święta,1721017,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12643,niedziele i święta,1720929,0,0,"D - Kurs przez przystanek Dworskiego PKS i ul. Nestora, X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12643,niedziele i święta,1721018,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12643,niedziele i święta,1721019,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12643,niedziele i święta,1721023,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12643,niedziele i święta,1721024,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12643,niedziele i święta,1721025,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12643,niedziele i święta,1721026,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12643,niedziele i święta,1721030,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12643,niedziele i święta,1721031,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12643,niedziele i święta,1721032,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12643,niedziele i święta,1721033,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok, Y - Nie kursuje 24 XII (Wigilia) i 31 XII (Sylwestra)"
12643,niedziele i święta,1721120,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12643,niedziele i święta,1720944,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12643,niedziele i święta,1720945,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12643,niedziele i święta,1720946,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12643,niedziele i święta,1720947,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12643,niedziele i święta,1720951,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12643,niedziele i święta,1721100,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12643,niedziele i święta,1720952,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
12643,niedziele i święta,1720970,0,0,"X - Nie kursuje w Boże Narodzenie, Wielkanoc i Nowy Rok"
